created_at,favorite_count,full_text,lang,quote_count,reply_count,retweet_count
Tue Apr 29 01:57:04 +0000 2025,1,@geloraco Uji NYALI BALADA IJAZAH PALSU JOKOWI https://t.co/LG9PybhUtT,in,0,0,1
Tue Apr 29 01:54:14 +0000 2025,2,@tempodotco Jokowi ngemis ke Prabowo. biar diutus ke Vatikan guna menghindari persidangan ijazah palsunya.,in,0,0,0
Tue Apr 29 01:50:11 +0000 2025,139,Dugaan Ijazah Palsu Jokowi dalam Perspektif Ilmu Hadis: Telaah terhadap Kriteria Perawi Matan dan Integritas https://t.co/hdqhKY5yJq,in,1,12,50
Tue Apr 29 01:43:38 +0000 2025,0,@siregar_najeges Terbalik kau bos Buat apa pak Jokowi tunjukkan ijazah nya!! Aneh Indonesian ini,in,0,0,0
Tue Apr 29 01:42:22 +0000 2025,0,Buat Jokowi meski sejuta bukti aman dia wong puluhan tahun jadi pejabat mana ada yang berhasil memenjarakan dia. Bandingkan misalnya sama Pak Untung Bupati Sragen yang inisiatif dia pelayanan satu atap dipakai di mana-mana padahal dia pakai ijazah paket C asli hny sdh bubar aja,in,0,0,0
Tue Apr 29 01:39:56 +0000 2025,0,@streetlawyers85 @PartaiSocmed Justru karena sulit mendapatkan akses ijazah dari Jokowi maka ditelusuri skripsi jokowi apakah asli atau palsu. Sebab kalau skripsi saja palsu maka pasti ijazahnya pun palsu.,in,0,0,0
Tue Apr 29 01:38:46 +0000 2025,11,@Zay34562 Demi Allah apa yang di sampaikan oleh bang Rismon adalah bener adanya bahwa ijazah dan skripsi Jokowi itu palsu ...@jokowi @DivHumas_Polri @ListyoSigitP,in,0,0,0
Tue Apr 29 01:36:34 +0000 2025,0,@Hank1606129505 @DokterTifa Sdh dari dulu waktu menjabat di gugat tp mereka yg kendalikan hukum yg berani gugat di penjara tanpa ada pembuktian dari jokowi kl ada ijazah asli padahal sdh diminta oleh Bambang tri untuk dibawa ke pengedilan.,in,0,1,0
Tue Apr 29 01:35:22 +0000 2025,2,@Bang_Ramzan UJI NYALI BALADA IJAZAH PALSU JOKOWI https://t.co/f7LuO72wXJ,in,0,0,0
Tue Apr 29 01:32:53 +0000 2025,1,@Epricila10 @SigitWasito8 UJI NYALI BALADA IJAZAH PALSU JOKOWI https://t.co/svCVdh2uOQ,in,0,0,0
Tue Apr 29 01:29:07 +0000 2025,0,Ijazah Jokowi Tuai Polemik Doktor UGM Beri Pantun Sindiran di Wisuda: Jangan Lupa Ijazahnya Difoto! https://t.co/E2sjXcIxAU lewat @tribunnews,in,0,0,0
Tue Apr 29 01:26:43 +0000 2025,1,@BangJarwoSopo7 Berarti UGM yg ngasih ijazah palsu ke pak Jokowi bisa dituntut itu kampus .,in,0,1,0
Tue Apr 29 01:26:32 +0000 2025,3,@Hasbil_Lbs YG PALING GETOL SOAL IJAZAH INI JUSTRU KELOMPOK BANTENG YG TADINYA PALING KENCENG TREAK IJAZAH JOKOWI ASLI. TRUS HANYA KAUM GOBLOK YG MAU DIMANFAATIN IKUTIN SANDIWARA MEREKA. GILIRAN NTAR KLO DILAPORIN KAING2 TREAK KRIMINALISASI. UDAH DEH.,in,0,1,0
Tue Apr 29 01:21:25 +0000 2025,0,@Franken_blues Uda tua ngeributin ijazah Mao jokowi ga lulus sd pun gw ga peduli apalagi cuman urusan ijazah,in,0,0,0
Tue Apr 29 01:15:44 +0000 2025,3,@alisyarief UGM sendiri terlibat pembuatan ijazah aspal.. Jokowi yang ditenggarai tidak pernah masuk kuliah dan lulus dari UGM.. Diberikan ijazah palsu oleh UGM. dilihat dari banyaknya kejanggalan demi kejanggalan. Almamater adalah sebuah kebanggaan knp musti kerahkan aparat sih.. Hahaha.,in,0,0,0
Tue Apr 29 01:15:10 +0000 2025,0,Kabarnya ada relawan Jokowi yang ditangkap karna bikin ribut masalah ijazah palsu benarkah itu?,in,0,0,0
Tue Apr 29 01:10:50 +0000 2025,2,Roy Suryo Usai Dipolisikan Terkait Tuduhan Ijazah Palsu Jokowi: Senyumin Aja #newsupdate #update #news #text https://t.co/5Wi0Hhkcqo,in,0,0,0
Tue Apr 29 01:08:34 +0000 2025,0,@LuckyBos4 @agent_pin @kompascom @jokowi Jika dinyatakan asli oleh pengadilan tinggal jokowi penjarahkan sipenuduh itu dengan tuduhan pencemaran nama baik. Tapi jika jokowi tidak bisa menunjukan ijazah aslinya berarti benar tuduhan pak Roy dkknya ijazah itu palsu dong. Anda yang lucu,in,0,0,0
Tue Apr 29 01:06:21 +0000 2025,0,@LuckyBos4 @agent_pin @kompascom @jokowi Ya nuduh sudah buktikan kalau itu palsu blok.... Nah sekarang tinggal jokowi menunjukan bukti kalau tuduhan orang itu fitnah belakah dengan cara apa ? Dengan cara menunjukan ijazah aslinya dipengadilan dan diperiksa ahli forensik dan penuduh. Jika pengadilan menyatakan asli,in,0,2,0
Tue Apr 29 01:05:17 +0000 2025,0,@NikmatF @kompascom Penyakit hati emang susah buat sembuh lo tinggal cari angkatan pak jokowi terus lo mnta ijazah pmbanding mereka. Di media sosial yg terlihat smua angkatan pAk jokowi memiliki ijazah yg sama.,in,0,0,0
Tue Apr 29 00:06:01 +0000 2025,0,@tham878 Turunkan Gibran sebagai serangan ber- jilid kpd Jokowi. Dari Tuduhan Ijazah palsu dsb. Kebencian &amp; Niat busuk menciptakan issue2 Palsu. Semua akan kembali kpd Pelaku nya. Semakin terkubur dlm kecewa gagal berkuasa. Kufur terkubur tanpa nama.,in,0,0,0
Tue Apr 29 00:05:14 +0000 2025,2,@Nicho_Silalahi @prabowo @jokowi @bang_dasco @Gerindra @fadlizon Menurut sy Jokowi ini Parah. Kasus dugaan kuat pemalsuan ijazah khususnya banyak sekali. Ijazah : SD SMP SMA Ijazah Insinyur kehutanan UGM &amp; Ijazah Drs entah drmn saat jadi walikota Solo... Adili Jokowi..,in,0,2,0
Tue Apr 29 00:04:41 +0000 2025,1,@saefudin2575 @tham878 Betul. Berarti Jokowi hrs menunjukkan ijazah aslinya nanti dipengadilan utk dibuktikan dg uji forensik. Tdk dengan menunjuk teman kuliahnya dosennya rektornya ijazah temannya,in,0,3,0
Tue Apr 29 00:03:58 +0000 2025,0,@kompascom Trmsuk Oknum Polisi n relawan yg di pralat Jokowi berkolaborasi slama ini menggunakan pasal 160 KUHP untuk menangkap n mmbungkam Rakyat yg kritis pd Jokowi terutama Ijazah Palsunya dgn mmperalat Instansi Polisi yg memiliki kewenangan mnangkap Orang hukuman di ats 5 thn.@prabowo,in,0,0,0
Tue Apr 29 00:03:37 +0000 2025,9,@tham878 Tuh kan apa kata saya. Isu ijazah palsu Jokowi ini cuma komoditi konten aja. Tapi kebablasen hingga harus liwat jalur hukum. Yah mudah2an bida selesai lewat RJ. Kalau diterusin mah auto ngandang tuh 4 org itu...,in,0,3,0
Tue Apr 29 00:03:17 +0000 2025,0,Menurut sy Jokowi ini Parah. Kasus dugaan kuat pemalsuan ijazah khususnya banyak sekali. Ijazah : SD SMP SMA Ijazah Insinyur kehutanan UGM &amp; Ijazah Drs entah drmn saat jadi walikota Solo...,in,0,0,0
Tue Apr 29 00:00:01 +0000 2025,0,Apakah kalian punya analisis atau pendapat yang berbeda? Yuk diskusi! #gibran #wapres #ijazah #jokowi #polemik #prabowosubianto #pinterpolitik #infografis #beritapolitik #politikinternasional #politikindonesia https://t.co/nm2GlaimTe,in,0,0,0
Tue Apr 29 00:00:00 +0000 2025,0,@tham878 Tinggal nanti di undang di pengadilan utk menguji ijazah asli Jokowi.,in,0,0,0
Mon Apr 28 23:57:15 +0000 2025,60,@DokterTifa Benar sekali kasus penipuan ijazah palsu harus dibongkar sampai ke akar akarnya. Tidak hanya Jokowi tapi semua yg terlibat dalam kasus tsb. #AdiliJokowiGantiWapres #ijazahpalsu,in,0,1,5
Mon Apr 28 23:55:43 +0000 2025,2,@RomitsuT @sapulebu99 UJI NYALI BALADA IJAZAH PALSU JOKOWI https://t.co/lL85d35FmZ,in,0,0,0
Mon Apr 28 23:48:27 +0000 2025,3,Pengacara Jokowi juga gak yakin Kalau ijazah Jokowi yg dilihat itu asli atau palsu gak tegas sekali bilang gak tahu,in,0,1,1
Mon Apr 28 23:46:07 +0000 2025,9,@kompascom Roy Suryo menuduh Jokowi ijazah palsu. Ijazah palsu Jokowi belum terbukti dia dilaporkan dluan penghasutan publik. Buktikan dlu ijazah si Jokowinya dlu klau terbukti ijazah Jokowi asli silahkan langkah berikutnya. Logika taik anak bangsa sedang bermain semenjak 2014.,in,0,0,1
Mon Apr 28 23:45:59 +0000 2025,16,@PartaiSocmed Ga level lah jokowi ketemu sama pemimpin dunia dia kan bekas presiden yg masih tersandung ijazah palsu mulai dari SMA sampai S1,in,0,0,0
Mon Apr 28 23:37:41 +0000 2025,0,@NenkMonica Pas gegeran ijazah jokowi palsu buzzerrp sibuk edit wisuda jokowi,in,0,0,0
Mon Apr 28 23:36:38 +0000 2025,1,Baca pernyataan @Jokowi rezim antek China kebalikannya agar tidak ketipu .... Ijazah bisa dipalsukan tinggi badan bisa digunakan untuk menipu ? https://t.co/mBHe7rCclJ,in,0,0,0
Mon Apr 28 23:30:42 +0000 2025,2,@OposisiCerdas #IjazahJokowiTerbuktiPalsu Unjuk rasa yg tepat unjuk rasa ijazah palsu jokowi di adili sampai tuntas Jokowi sumber masalah karut marutnya Indonesia 10 tahun terahir Jangan unjuk rasa yg lain. UGM TERPOJOK ! WOW INI BUKTI https://t.co/YQHKaqMy70 lewat @YouTube,in,0,1,2
Mon Apr 28 23:29:41 +0000 2025,304,Kenapa pengacara ijazah Jokowi ini kayak ga yakin dengan ijazah Jokowi?! Yang dah lihat aja jawab ak ok ak ou eh Komisaris ID Food Silfester yang belum lihat paling sok yakin ijazah Jokowi https://t.co/taD4CdRcWj,in,5,38,99
Mon Apr 28 23:25:55 +0000 2025,0,Selamat pagi pak @jokowi Apakah masih di luar negri ? Saran nih pak ga usah balik ke Indonesia pak. Ada masalah ijazah IKN utang negara rupiah makin lemah. Ribet lha Indonesia. Mending ikutan tren #kaburAjadulu,in,0,0,0
Mon Apr 28 23:24:07 +0000 2025,0,@__SudutPandang @P4nt3k25 @sputskill @Piyusaja2 @jokowi Sepintar dan secerdas apapun jika belum memenuhi dari batasan umur tetap tak bisa. Sedangkan inii ? Sudah sekolah SMK hanya sampai kelas 2 gak naik kelas ijazah gak jelas di singapore sekolah setingkat smp di aussie cuman kursus.. Udah mah dongok bodoh tolol gak cukup umur pula.,in,0,1,1
Mon Apr 28 23:18:38 +0000 2025,1,@tham878 Ya monggo..silahkan diuji digal forensik ijazah yang asli yang tidak dari sosmed saya sarankan simaklah dari banyak peristiwa seputar ijazah ini bagaimana sikap pihak UGM bagaimana sikap pengacara pak Jokowi kmd ambil pokok masalah bandingkan semua data hepotesa ....,in,0,1,0
Mon Apr 28 23:18:09 +0000 2025,0,Jangan lupa orang ini yg bikin gaduh menyebarkan ijazah jokowi yg katanya kader PSI ini ASLI.,in,0,0,0
Mon Apr 28 23:17:05 +0000 2025,0,Terus ijazah asli junjungan lu Si @jokowi itu nana ???,in,0,0,0
Mon Apr 28 23:16:54 +0000 2025,0,@BudeNila @tham878 Itu tdk bisa dijadikan patokan krna itu politik. Prabowo aja 2x melawan jokowi pdahal yg mungut jokowi dri kota Solo Prabowo. Mega dan Prabowo begitu mesra melawan SBY. Persoalan d atas masalah ijazah palsunya dibuktikan dulu.,in,0,0,0
Mon Apr 28 23:11:41 +0000 2025,0,Sbg saksi ijazah jokowi yg mengaku betagama islam Oupd mengaku beragama islama ternyata nasoro Sdh bkali2 jgn bcr/mengaku yg bukan agama nahaya ini Masih percaya??? Saksinya sj sdh bohongvttg agamanya Apa kabar @__LOVE_AG4EVER @tham878 @tekarok007 @xquitavee,in,0,0,0
Mon Apr 28 23:09:46 +0000 2025,2,Narasi ini Sangat Obyektif sbg pendukung Jokowi 2 periode memang sungguh2 sangat Kecewa di ahir masa Jabatanya dg adanya dugaan IJAZAH PALSU...!!!!,in,0,0,0
Mon Apr 28 23:08:59 +0000 2025,0,Tolol elu..emangnya ahok hrs melototi ijazah si maling jokowi atau nanya ijazah elu asli palsu ling maling. Nalar NOL,in,0,0,0
Mon Apr 28 23:08:28 +0000 2025,0,@DianSandiU Faktanya kamu menyebarkan ijazah palsu jokowi.,in,0,0,0
Mon Apr 28 23:08:26 +0000 2025,1,@Andria75777 Padahal kenyataan dimanapun di dunia ini utk dapat pekerjaan yg diadu pertama itu adlh ijazah nilai IPK. Dan stlh lulus bekerja baru adu skill ketrampilan dll. Jelas Jokowi asbun dlm mslh ini.,in,0,0,0
Mon Apr 28 23:07:55 +0000 2025,0,@regar_op0sisi TIDAK PERLU TEMAN2 DAN IJAZAHNYA YG PENTING IJAZAH JOKOWI SENDIRI ASLI APA ASU,in,0,0,0
Mon Apr 28 23:07:31 +0000 2025,118,Isu pakdhe @jokowi ga dihormati di Vatikan udah terbantahkan Isu matahari kembar udah terbantahkan dg diutusnya pakdhe ke Vatikan Isu mau makzulkan Gibran udah terbantahkan dg digandengnya Mase semalam saat bertemu dg federasi Korsel Isu ijazah bentar lagi pada masuk bui https://t.co/J7yVDhb7Yj,in,4,17,41
Mon Apr 28 22:59:41 +0000 2025,1,@Kanseulir Menurut sy Jokowi ini Parah. Kasus dugaan kuat pemalsuan ijazah khususnya banyak sekali. Ijazah : SD SMP SMA Ijazah Insinyur kehutanan UGM &amp; Ijazah Drs entah drmn saat jadi walikota Solo...,in,0,0,1
Mon Apr 28 22:58:23 +0000 2025,0,Menurut sy Jokowi ini Parah. Kasus dugaan kuat pemalsuan ijazah khususnya banyak sekali. Ijazah : SD SMP SMA Ijazah Insinyur kehutanan UGM &amp; Ijazah Drs entah drmn saat jadi walikota Solo...,in,0,0,0
Mon Apr 28 22:56:59 +0000 2025,20,@Dzamrud999 @ApriliaLin Kamu ngetik belepotan kok masih sok sok an FOMO mempertanyakan ijazah Jokowi. Punya legal standing apa kamu? Membedakan -nya dengan -Nya saja gak mudeng. Kakean .,in,0,2,0
Mon Apr 28 22:56:13 +0000 2025,0,@ommi_siregar Luar biasa DPR nya.Dewan Perwakilan Rakyat.Rakyat ribut ijazah palsu Jokowi DPR diam aja.UGM bersandiwara DPR diam jg.jd apa manfaatnya DPR.,in,0,0,0
Mon Apr 28 22:52:41 +0000 2025,37,@NenkMonica Menurut sy Jokowi ini Parah. Kasus dugaan kuat pemalsuan ijazah khususnya banyak sekali. Ijazah : SD SMP SMA Ijazah Insinyur kehutanan UGM &amp; Ijazah Drs entah drmn saat jadi walikota Solo...,in,0,1,3
Mon Apr 28 22:52:26 +0000 2025,0,Bukti kebohongan Jokowi soal IKN tdk ada investor yg mau dipaksakan pakai oligarki lokal dan pakai APBN juga. Track record nya penuh dgn kebohongan. Wajar kalau ijazah UGM nya juga diduga palsu. https://t.co/tE2DLr79wM,in,0,0,0
Mon Apr 28 22:51:33 +0000 2025,602,Metode Ilmiah Rismon Bongkar Ijazah Jokowi Sangat Menyakinkan https://t.co/62pqhFLy8o,in,4,22,242
Mon Apr 28 22:51:16 +0000 2025,0,@DokterTifa Semakin banyak yang dilaporkan semakin banyak orang tahu IJAZAH JOKOWI PALSU..Semakin tahu juga masyarakat Dunia yg memperhatikan .. Pendukung Jokow terlalu bar-bar apa yg mereka lakukan semakin membuat Posisi JOKOWI TERDESAK..karena mereka lawan adalah KEBENARAN,in,0,0,0
Mon Apr 28 22:50:52 +0000 2025,1,Menurut sy Jokowi ini Parah. Kasus dugaan kuat pemalsuan ijazah khususnya banyak sekali. Ijazah : SD SMP SMA Ijazah Insinyur kehutanan UGM &amp; Ijazah Drs entah drmn saat jadi walikota Solo...,in,0,0,0
Mon Apr 28 22:50:51 +0000 2025,0,@officialinews_ Jokowi adalah manusia Indonesia paling aneh. Menggunakan gelar insinyur tapi ijazah tidak mau diperlihatkan. Jangan lupa semua fasilitas negara yg dinikmati pakai duit rakyat. Tetes keringat dan darah rakyat.,in,0,0,0
Mon Apr 28 22:49:46 +0000 2025,2,@DianSandiU Pertanyaannya dimana anda mendapatkan ijazah asli Jokowi dan apakah anda punya hak memposting foto ijazah tersebut sementara Jokowi sendiri tidak pernah memperlihatkan ijazahnya kepada umum.,in,0,0,0
Mon Apr 28 22:47:41 +0000 2025,0,Tuduhan Ijazah Palsu Teman-teman Kuliah Jokowi Tunjukkan Ijazah Serupa https://t.co/1oJZcW1gRE via @YouTube,in,0,0,0
Mon Apr 28 22:46:29 +0000 2025,0,@BennyHarmanID ijazah itu dokumen resmi negara yg kalau dipalsukan bisa dipidana. ijazah jokowi penting diketahui keabsahannya krn pernah dipakai sbg syarat pencalonan dirinya sbg walikota gubernur dan presiden.,in,0,0,0
Mon Apr 28 22:45:20 +0000 2025,1307,Amien Rais Dkk Dipolisikan soal Ijazah Dokter Tifa: Jokowi Panik https://t.co/RgPotlda4c,in,10,78,470
Mon Apr 28 22:36:36 +0000 2025,299,Amien Rais Peringatkan Jokowi: Pemalsuan Ijazah Bisa Dipidana Enam Tahun Penjara https://t.co/bpwWwAAZST,in,5,16,89
Mon Apr 28 22:33:50 +0000 2025,1,@Awan2379 @OposisiCerdas Ngoahahahaha faham apa si Hercules ttg mekanisme.penerbitan ijazah perguruan tinggi? Hanya ingin sepihak dr Jokowi,in,0,0,0
Mon Apr 28 22:33:42 +0000 2025,2,Profil Achmad Soemitro dan Kontroversi Ijazah Palsu Jokowi https://t.co/FVY9trITwQ,in,0,1,0
Mon Apr 28 22:30:48 +0000 2025,0,@OposisiCerdas Beranikah Bareskrim panggil Jokowi tuk klarifikasi tuduhan ijazah palsu nya. ? Masih saktikah ?,in,0,0,0
Mon Apr 28 22:26:36 +0000 2025,2,@JokoSaputr78020 @DianSandiU @UGMYogyakarta Anda cuma komen ngasal faktanya fakultas teknik ugm tertulis Thesis. Ini kita bicara fakta bukan senang tdk senang di Kagama itu banyak jg pendukung anies ganjar &amp; jokowi tapi untuk masalah beginian...mrk punya pedoman 'guyub rukun migunani'. Itu lbh penting drpd ijazah,in,0,1,0
Mon Apr 28 22:24:51 +0000 2025,0,https://t.co/3tTwDRmNfZ Postingan ini dibagikan via TikTok Lite. Unduh TikTok Lite untuk menikmati postingan lainnya: https://www Secanggih dn sehebat nya UGM menyimpan BAU BUSUK ttg ijazah Jokowi atas kuasa Tuhan akhirnya terbongkar juga Krn UGM telah mengingkari KUASA TUHAN,in,0,0,0
Mon Apr 28 22:24:06 +0000 2025,0,@fatimahwendy @xquitavee @jokowi Apa tuduhan nya? Membuktikan kalau ijazah itu benar? ..bukan Bu tuduhannya ke terpidana yg di vonis vukanaslaah keaslian ijazah masalah undang2 ITE di pelajari bisa di baca koq amar putusannya ..Maslah ijazah Jokowi gak tersentuh,in,0,0,0
Mon Apr 28 22:16:35 +0000 2025,0,Ijazah Jokowi Tuai Polemik Doktor UGM Beri Pantun Sindiran di Wisuda: Jangan Lupa Ijazahnya Difoto! https://t.co/LFeslHrPYG via @tribunnews,in,0,0,0
Mon Apr 28 22:15:29 +0000 2025,0,@DianSandiU Mas sudah lihat tanda tangan dekan FKT Prof. Dr. Soenardi P. yg ada di ijazah Jokowi sila dibandingkan dengan tanda tangan beliau di dokumen2 lainnya...beda banget yg lainnya huruf terakhir (i) tersambung dg huruf sebelumnya (d) selamat membandingkan ya...,in,0,0,0
Mon Apr 28 22:12:08 +0000 2025,0,@TOM5helby Habis ijazah terbitlah wapres Emang bener ini PDIP vs Jokowi sih Kayaknya abis ini bakal mantunya deh Dulu Gusdur lengser apa sekarang juga lengser atau udah ilang powernya ?? Kita saksikan bersama tontonan baru ini,in,0,0,0
Mon Apr 28 21:59:45 +0000 2025,0,@xquitavee @ganjarpranowo @jokowi @UGMYogyakarta Jangan biarkan Jokowi lolos dari ijazah palsu sikat adili serta penjarakan seumur hidup serta RAMPAS semua hartanya MISKINKAN dan Keperesidenanya wajib di batalkan semuanya yang pernah dia tandatangani dari walikota Gubernur sampai Presiden wajib di Batalkan demi Hukum.,in,0,0,0
Mon Apr 28 21:36:25 +0000 2025,0,@Zay34562 Tutup saja UGM sudah tdk layak dipercaya sebagai lembaga pendifikan karena tdk memberi keterangan yg jelas terhadap ijazah jokowi ......,in,0,0,0
Mon Apr 28 21:27:31 +0000 2025,0,@tvOneNews Dengan terlihat berkas/data Sipenmaru Kejanggalan Ijazah Skripsi maka Keluarga Jokowi tak Tenang tidur Apakah ini Strategi Sang Komando Baret Merah. Kita lihat saja nanti Bro,in,0,0,0
Mon Apr 28 21:27:25 +0000 2025,0,@cahyohatmoko Pak apakah ijazah jokowi palsu?,in,0,0,0
Mon Apr 28 21:27:12 +0000 2025,0,@eli_bayung @Nabilla_Safina Negara ini negara hukum tinggal tunggu pembuktian di pengadilan keaslian ijazah Jokowi bukan main lapor dgn pasal penghasutan dan ujaran kebencian,in,0,0,0
Mon Apr 28 21:18:26 +0000 2025,0,@ApriliaLin Jangankan rakyat. Iblis setan aja gak boleh liat ijazah Jokowi,in,0,0,0
Mon Apr 28 21:11:16 +0000 2025,0,Ijazah jokowi dan gibran memang asli? https://t.co/ptb9pGOHTH,in,0,0,0
Mon Apr 28 20:23:29 +0000 2025,7,@Chynthia_K Masalah ijazah palsu Jokowi ini sudah terbuka lebar menyebar di seluruh penjuru Negeri malah sdh ke LN. Bukti2 kelihatan nyata jelas palsu? Ini AIB Nasional ?! Simpang siur Adil dan jujurlah penegak hukum bertindaklah. @DPR_RI @KPU_ID berbuatlah. Semua sama di mata hukum.,in,0,1,2
Mon Apr 28 20:23:18 +0000 2025,1,@SianiparRismon 20. 12. Untuk membuktikan keaslian ijazah tidak dapat dilakukan dengan digital forensik melainkan menggunakan uji fisik dokumen/kertas ijazah antara lain analisis tinta (spectrophotometry) #Ijazahjokowi #Jokowi # https://t.co/EySh8VL5gv,in,0,1,0
Mon Apr 28 20:21:44 +0000 2025,0,@medslove @ganang_asf @regar_op0sisi @Guz_Octa @jokowi Saya cuma nanya... karena kamu bicara dugaan2... semua cuma bisa menduga-duga. Kamu memastikan itu asli itu juga cuma dugaan karena hanya berdasarkan klaim pihak lain. Bukan bukti otentik ijazah Jokowi.,in,0,0,0
Mon Apr 28 20:02:40 +0000 2025,2,@SianiparRismon 17. 9. Dari beberapa kejanggalan analisa yang dilakukan oleh orang yang mengaku ahli forensik ini saja sudah dipertanyakan apalagi analisa yang dibuatnya terkait keaslian ijazah Joko Widodo. https://t.co/B3CipKh9d5 #Ijazahjokowi #Jokowi https://t.co/R55KRL1XS2,in,0,1,0
Mon Apr 28 19:55:06 +0000 2025,0,Tuntut kejelasan hukum dugaan ijazah palsu Jokowi sebab itu merupakan martabat pemerintah dan rakyat Indonesia Dimata dunia internasional.,in,0,0,0
Mon Apr 28 19:53:18 +0000 2025,0,@milkachew @simpanglempuing @ApriliaLin @jokowi @SianiparRismon Dan fokus kembali kpd hal positif yg telah diperbuat serta knp tdk kembali fokus membangun bangsa ini drpd ribut mulu soal ijazah sedangkan yg ribut belum tentu lebih baik dr yg lain. ,in,0,0,0
Mon Apr 28 19:49:34 +0000 2025,0,@simpanglempuing @milkachew @ApriliaLin @jokowi @SianiparRismon Udah gak sah jauh soal jokowi itu kasus dokter yg perkosa keluarga pasien+dokter yg berbuat tdk senonoh kpd pasiennya itu mereka udah pny ijazah dokter lhoo penting lhoo pendidikan dibarengi jg dg akhlaq.Pd sibuk bahas soal ijazah jokowi tp lupa PR bangsa gk cmn ijazah jokowi.,in,0,0,0
Mon Apr 28 19:45:59 +0000 2025,1,@SianiparRismon 15. Jika menggunakan teknologi membandingkan foto ijazah Jokowi dengan foto saat menikah yang sama sama berkaca-mata beberapa model AI face matching masih valid demikian juga jika dibandingkan dengan foto saat menjabat gubernur/walikota. #Ijazahjokowi https://t.co/HH4dR83m3b,in,0,1,0
Mon Apr 28 19:41:52 +0000 2025,1,@STresnowati1 @jokowi In salah satu penjilat Jokowi jdi paham aj ya klw penjilat tidak akan prna mau di trima ap yg di sampai kan orang lain mereka Uda siap dengan ap pon yg terjadi mereka ingin ijazah Jokowi di prlihat kan secara trbukak,in,0,0,1
Mon Apr 28 19:37:58 +0000 2025,0,Panik amat soal ijazah Mul...@jokowi ? ,in,0,0,0
Mon Apr 28 19:33:15 +0000 2025,3,@STresnowati1 @jokowi Giliran sekarang..yg ngomong itu siap² aja dijemput paksa.....kita tunggu aja proses berikutnya terkait ijazah palsi jokowi...jika mmg teebukti palsu.....jgn tiba² cabut pernyataan ya...itu dulu bambang tri sama cak nur bisa dijebloskan ke penjara..krn jokowi sdg presiden..ingat.,in,0,0,1
Mon Apr 28 19:24:46 +0000 2025,0,@Franken_blues Pidanakan RS secara TEGAS tentang ijazah palsu pak Jokowi,in,0,0,0
Mon Apr 28 19:19:06 +0000 2025,1,@SianiparRismon 9. 6. Foto ijazah yang beredar di internet dan media social tidak dapat dijadikan barang bukti digital yang sah sehingga tidak dapat dianalisis menggunakan metode digital forensik. #Ijazahjokowi #Jokowi https://t.co/6pE52kRIiE,in,0,1,0
Mon Apr 28 19:18:48 +0000 2025,1,@ApriliaLin Sampai kita semua matipun tuduhan kepalsuan ijazah Pak Jokowi tdk akan bisa dibuktikan! Bahkan jika ijazah itu mmg palsu sekalipun. Mengapa..? Orang yg paham ttg politik tata negara pasti tau jawabannya.,in,0,2,0
Mon Apr 28 19:12:42 +0000 2025,0,@ade206 @narkosun Lho PSI bukannya punya jargon PARTAI JOKOWI koq malah kadernya PSI dilaporkan seharusnya berterimakasih kepada sandi udah menemukan ijazah jokowi yang katanya hilang.,in,0,0,0
Mon Apr 28 19:04:43 +0000 2025,3,@mas_veel_ @SianiparRismon Karena diduga memiliki ijazah palsu Secara hukum sosial citra dan wibawa Jokowi sudah runtuh. Sekaras apapun para buzzer dan relawan jokowi membela tidak akan bisa menghilangkan stigma buruk itu tak akan hilang tertanam kuat di memori rakyat mjd ctt sejarah Indonesia.,in,1,1,0
Mon Apr 28 18:52:21 +0000 2025,1,@aGarudasadri29 @Yanti63533529 @cubarsiholic @jokowi Yauda nanti kan bisa dibuktikan di pengadilan soal palsu ato gak nya. Lagian knp baru skrg heboh soal ijazah? Waktu dia nyalon walikota gubernur sama presiden kok gak heboh kau soal ijazah palsu?! Oh aku tau karena otakmu kosong! cuma fomo ikutan doang ,in,0,2,0
Mon Apr 28 18:49:57 +0000 2025,0,@SianiparRismon Maaf menurut saya ijazah Pak Jokowi itu asli. Beliau org jujur kyk saya.,in,0,0,0
Mon Apr 28 17:21:52 +0000 2025,1,@DudeRafay60339 @DianSandiU Sy penasaran dia dapat darimana itu foto ijazah asli Jokowi https://t.co/wcAifGv3Q2,in,0,1,0
Mon Apr 28 17:16:31 +0000 2025,0,Ternak Jokowi itu MUTLAK ADA..,in,0,0,0
Mon Apr 28 17:10:50 +0000 2025,1,@feroferraferri PREDIKSI SAYA: IJAZAH JOKOWI PALSU ( Biasanya prediksi saya jarang meleset ),in,0,2,0
Mon Apr 28 17:10:19 +0000 2025,0,@PanggilsajaYudh @ApriliaLin Jadi saya rasa tindakan bpk jokowi sudah benar menunjukan ijazah nya ketika di pengadilan,in,0,0,0
Mon Apr 28 17:05:05 +0000 2025,1,@DianSandiU @DudeRafay60339 Pertanyaan sy sederhana itu dapat ijazah asli nya Jokowi darimana ??,in,0,1,0
Mon Apr 28 17:03:30 +0000 2025,1,@aewin86 Emangnya pas daftar Ahok periksa ijazah Jokowi?bapak makin lama makin aneh aja,in,0,0,0
Mon Apr 28 16:51:37 +0000 2025,5,@OvahZeng @DokterTifa Suku Aceh Tidak Akan Pernah Memaafkan Jokowi Beserta Keluarganya &amp; Yang Terlibat Dalam Semua Kebijakan + Semua Tokoh Yang Ikut Terlibat Dalam Polemik Ijazah Palsu #AdiliJokowiGantiWapresGibran,in,0,0,0
