created_at,favorite_count,full_text,lang,quote_count,reply_count,retweet_count
Tue Apr 29 12:22:49 +0000 2025,0,* Tiga Terlapor Ijazah Jokowi Bersaksi | Rakyat Bersuara | 29/04* https://t.co/kRlChkggFm,in,1,2,0
Tue Apr 29 11:48:37 +0000 2025,0,Dr. Tifa: Banyak Bukti Baru Yang Ditemukan di UGM Soal Ijazah Jokowi. Ka... https://t.co/nG6qDGe806 via @YouTube,in,0,0,0
Tue Apr 29 11:47:25 +0000 2025,7,@SianiparRismon PANTASKAH UGM BUBAR? SAMPAI KAPAN UGM MEMBELA JOKOWI ATAS IJAZAH PALSUNYA ? Unjuk rasalah ke lembaga ini BERAHIR JIKA PEJABAT PENEGAK HUKUM TERTNGGI DI INDONESIA DI GANTI ORANG YG AMANAH FAHAM TUGAS POKOK DAN FUNGSI PENEGAK HUKUM. https://t.co/IxYGvQ0fAq,in,0,0,1
Tue Apr 29 11:46:05 +0000 2025,2,@Naz_lira Kasus dugaan ijazah palsu @jokowi jk terbukti bersalah maka kasus @gibran_tweet segera menyusul tak terbendung lagi,in,0,1,0
Tue Apr 29 11:42:46 +0000 2025,134,Pencinta Jokowi atau penjilat Jokowi? Masyarakat Militan Pencinta Jokowi Demo di DPRD Kota Malang Desak Polisi Tangkap Roy Suryo Soal Fitnah Ijazah Palsu Jokowi. https://t.co/myH5GVAbc2 https://t.co/lZN6b1DToy,in,13,121,50
Tue Apr 29 11:42:03 +0000 2025,2,@Malangraya_info Gara-gara ijazah Jokowi rakyat jadi pecah belah. Kemana orang -orang hukum dinegeri ini pada diam. Kalau negara hukum coba temukan sipenggugat dengan yg tergugat. Tunjukkan ijazahnya kalau ada dan benar. Ini jangan rakyat yg jadi korban. ,in,0,0,0
Tue Apr 29 11:40:23 +0000 2025,1,@tham878 Makanya tunjukan ijazah Jokowi yg masih diumpetin digorong https://t.co/E6jghQ57Ic,in,0,0,0
Tue Apr 29 11:39:21 +0000 2025,1,@SianiparRismon Itu kader psi ya bang?yg posting ijazah asli jokowi,in,0,0,0
Tue Apr 29 11:36:35 +0000 2025,2,Kemana arah tuduhan ijazah palsu Jokowi? https://t.co/RhFRicTJjH,in,0,0,0
Tue Apr 29 11:35:09 +0000 2025,0,@DokterTifa @KRMTRoySuryo2 @SianiparRismon Lama lama kamu nanti lupa peran dokter itu untuk edukasi ap loh buk klo tiap hari ngurusin ijazah pak jokowi,in,0,0,0
Tue Apr 29 11:34:43 +0000 2025,2,Tudingan ijazah palsu Jokowi makin serius https://t.co/Fqx14yuvOp,in,0,0,0
Tue Apr 29 11:32:02 +0000 2025,0,@__LOVE_AG4EVER @jokowi Pemalsu ijazah &amp; pembegal konstitusi dibela sm pemadat narkoba.. cocok memang mrk sekolam,in,0,0,0
Tue Apr 29 11:31:52 +0000 2025,12,Tudingan gunakan ijazah palsu kepada Jokowi semakin serius. Terlapor klaim punya bukti kuat? Apa dampaknya kedepan gimana menurut kalian? Komen di bawah yuk #Jokowi #IjazahPalsu #UGM #RoySuryo #DokterTifa #RismonSianipar #SocietyReview #Politik #SocietyReviewIndonesia https://t.co/ursTxvuOEZ,in,4,3,11
Tue Apr 29 11:28:04 +0000 2025,0,@democrazymedia Klo mediasi terlaksana kok perkiraan kuat saya jokowi tdk hadir secara langsung. Sehingga unt menunjukkan ijazah asli tidak terjadi itu perkiraaku lho........klo perkiraan kalian gmana ?,in,0,0,0
Tue Apr 29 11:26:53 +0000 2025,0,@S4N_W1B1 Kalau ijazah jokowi benar palsu bukan hanya kepijakan saat menjadi presiden tp kampus UGM juga harus disalahkan..kalau kaca mata saya masalah jokowi diperbesarkan karna untuk menutupi berita khasus Korupsi yg besar besaran..,in,0,0,0
Tue Apr 29 11:26:06 +0000 2025,4,Pelapor Roy Suryo Cs Terkait Tudingan Ijazah Palsu Jokowi Diperiksa Polisi Hari Ini https://t.co/ss8yGByjbe lewat @Keuangan News,in,0,0,1
Tue Apr 29 11:25:14 +0000 2025,0,@flurryfieyes1 @ApriliaLin Kontroversi foto skripsi Jokowi berpusat pada klaim bahwa ijazah dan skripsi UGM-nya palsu. Ahli forensik Rismon Sianipar menyebut font Times New Roman tak umum di 1980-an dan foto wisuda mungkin diedit. UGM menegaskan Jokowi lulus 1985 didukung rekaman dan kesaksian teman.,in,0,0,0
Tue Apr 29 11:23:49 +0000 2025,2,@DokterTifa Bayangkan ketika Jokowi menunjukan ijazah nya dan ternyata terbukti Asli duarrrrrr.....masuk sel semua,in,0,0,0
Tue Apr 29 11:23:29 +0000 2025,0,@ApriliaLin mempermasalahkan ijazah ijazah dan ijazah sedangkan yang elu permasalahin membangun infrastruktur negara bukan pendukung jokowi tapi pendukung presiden gini dah udah lewat juga mau dipermasalahin gaakan turun jabatan juga karna ijazahnya palsu. mending ngasih kritik dan,in,0,1,0
Tue Apr 29 11:23:25 +0000 2025,4,@__LOVE_AG4EVER @jokowi Iya hebat .. sampai lupa 800 an petugas Kpps yg meninggal ..Kanjuruhan .. KM 50. Ijazah asli boong nya .. dll dll dll buanyak banget . Cuiih,in,0,1,0
Tue Apr 29 11:17:27 +0000 2025,0,@PartaiSocmed KAMU PUNYA FOTO IJAZAH NYA JOKOWI GAK..???,in,0,0,0
Tue Apr 29 10:38:38 +0000 2025,0,@dre_f2 @tham878 Langsung ijazah asli yg beredar di medsos yg beredar di medsos bukan ijazah asli bambaaang aslinya cuma ada sama jokowi.,in,0,0,0
Tue Apr 29 10:34:29 +0000 2025,0,@MasBRO_back Kau yang tolol. Itu orang nanya Karena ijazah dia yang dipake waktu mencalonkan diri jadi pejabat publik terindikasikan palsu. Kalo orang tanya ijazah sy juga gak akan kasih krn gak Ada relevansinya sama mereka. Beda kasusnya sama Jokowi.,in,0,0,0
Tue Apr 29 10:30:29 +0000 2025,7,@midhangste @blank0429 @SianiparRismon Kalok @jokowi ksatria tinggal bawa ijazahnya. Satu kali persidangan tuntas. Bukan lari ke vatikan gugat pengacara lawannya gugat 4 lawannya gugat Amien Rais. Masalah sepele jd ruwet mbulet penuh drama. Gegara ijazah terkutuk dah dua rakyat dipenjara lha ini mau nambah???,in,0,0,0
Tue Apr 29 10:26:26 +0000 2025,11,@DokterTifa Kalau tidak SALAH mengapa harus panik... saya kira pak JokoWi ambil arus yg tepat yaitu lewat persidangan hukum.. Andai pak JokoWi tunjukkan ijazah asli apakah akan berhenti menyerang pak JokoWi...PASTI tidak semudah itu ...,in,0,0,0
Tue Apr 29 10:23:31 +0000 2025,0,@KANGKOMENJKT @tham878 Trus legal standingnya pernyataan dia yg bilang ijazah pak Jokowi palsu apa?,in,0,0,0
Tue Apr 29 10:22:27 +0000 2025,15,@Malangraya_info Walah jokowi apakah suka rakyat indonesia ini terpecah belah? Tinggal nunjukkan ijazah asli nya ke pubik selesai. Kalau jujur ga akan serumit ini mencari pembenaran.,in,0,0,0
Tue Apr 29 10:21:29 +0000 2025,2,Persis yang disebut Rocky Gerung di sidang Ijazah Palsu Jokowi jaman Bambang Tri Mulyono dulu. Sidang 1 5 jam lebih w dengerin dari awal sampe akhir berasa podcast biar ngerti gimana sistem beracara kita sekalian dengerin kuliah filsafat hukum.,in,0,0,0
Tue Apr 29 10:18:43 +0000 2025,0,@MasBRO_back Yg ditanya publik itu keaslian ijazah mantan presidennya 2 periode. Kebetulan presiden nya waktu itu @jokowi . Kok ngotot...,in,0,0,0
Tue Apr 29 10:13:08 +0000 2025,38,Beathor Suryadi: Jika Jokowi Tak Punya Ijazah SMA Bagaimana Bisa Jadi Sarjana Kehutanan UGM? https://t.co/0zOmjmDiRh,in,1,3,28
Tue Apr 29 10:09:33 +0000 2025,0,UGM DI UJUNG TANDUK. SKRIPSI IJAZAH PALSU JOKOWI https://t.co/Y2CyJ5GTkL via @YouTube,in,0,0,0
Tue Apr 29 10:08:36 +0000 2025,1,@ends7777777 @Epricila10 @jokowi Malaikat ngurusin ijazah ? Receh bgt kerjaannya ,in,0,2,0
Tue Apr 29 10:08:21 +0000 2025,0,Jokowi bicara dengan bahasa langit!,in,0,0,0
Tue Apr 29 10:07:59 +0000 2025,0,@democrazymedia Pak @prabowo : tdk ada yg sulit utk mengganti Wapres #fufufafa @gibran_tweet yg otaknya kosong mlompong itu sekolah nggak jls &amp; jgn2 ijazahnya itu juga diduga palsu sama dgn @jokowi yg diduga palsu ijazahnya. Memerlukan Kok memerlukan pd @jokowi yg ijazah Nya diduga palsu? ,in,0,1,0
Tue Apr 29 10:04:41 +0000 2025,0,@__LOVE_AG4EVER @jokowi Kocak bgt ijazah aja dipertanyakan.. saking ga da marwahnya,in,0,1,0
Tue Apr 29 09:43:13 +0000 2025,0,Data sipenmaru nul Skripsi palsu Ijazah diduga palsu Bagaiamana UGM bertahan dengan pengakuan tentang status Jokowi sebagai alumni?,in,0,0,0
Tue Apr 29 09:42:27 +0000 2025,1,@ayooogr @kangdede78 @tempodotco Komuk adalah istilah slang Indonesia yang berarti muka atau wajah sering digunakan secara kiasan untuk menyindir atau mengejek seperti menampar muka haters . Dalam konteks ini mungkin merujuk pada pembelaan Ignatius Jonan terhadap Jokowi soal tuduhan ijazah palsu. Jonan,in,0,0,0
Tue Apr 29 09:41:58 +0000 2025,0,@KANGKOMENJKT @tham878 Dokumen dikatakan palsu jika ada pembanding dokumen asli. Kapan si Rismon melihat ijazah dari UGM yg dipegang Jokowi? Foto dari fotokopi tidak bisa dijadikan bukti krn datanya tidak valid.,in,0,0,0
Tue Apr 29 09:40:00 +0000 2025,0,Forum Habib Indonesia Tuding Pihak Yang Persoalkan Ijazah Jokowi Mirip Firaun https://t.co/qA78YiWMSz,in,0,0,0
Tue Apr 29 09:38:21 +0000 2025,1,@AliZain435h Orang pinter di Indonesia sejak era Jokowi jadi presiden sampe Wowo itu udah gak dibutuhin lagi om. Yang dibutuhin cuma orang tolol yang wajib disembah,in,0,0,0
Tue Apr 29 09:36:20 +0000 2025,661,https://t.co/MvdT49xoDr Dr. Tifa: banyak bukti baru yang ditemukan di UGM soal ijazah Jokowi. kami akan lawan laporan Polisi. Saksikan selengkapnya di youtube Abraham Samad SPEAK UP. Jangan lupa subscribe comment like &amp; share! https://t.co/4U0RmEva6B,in,10,62,274
Tue Apr 29 09:35:15 +0000 2025,614,https://t.co/wlLL1bEb03 Rismon dilaporkan ke polisi karena buka bukti polemik ijazah Jokowi. Saksikan selengkapnya di youtube Abraham Samad SPEAK UP. Jangan lupa subscribe comment like &amp; share! https://t.co/hAaeccXZp5,in,6,37,265
Tue Apr 29 09:34:14 +0000 2025,0,Ijazah @jokowi ~ yg lho bilang asli d di siapin blm....?,in,0,0,0
Tue Apr 29 09:34:10 +0000 2025,0,@PartaiSocmed Sepertu jokowi yg gak siap nanggung resiko...klo roy suryo dan kawan2 itu sdh sangat siap menanggung resiko krn mrk sangat paham klo ijazah itu emang palsu...hadirkan aja yg aslinya ...bakal beres tuh kasus...tul gak cong...,in,0,0,0
Tue Apr 29 09:32:02 +0000 2025,0,https://t.co/QkTE8o29GU - Pelapor Roy Suryo Bantah Diperintah Jokowi Buntut Tuduhan Ijazah Palsu https://t.co/TZEmy6uFOS,in,0,0,0
Tue Apr 29 09:29:56 +0000 2025,0,Mari kita belajar lagi # Cara Berpikir Waras. Jangan ikut ikutan orang gila yang selalu menanyakan ijazah asli milik orang lain. Orang gila yang dibayar dan dibeking oleh kelompok sakit hati dan dendam kepada Jokowi akibat asetnya di PT. Freeport diambil alih untuk NKRI.,in,0,0,0
Tue Apr 29 09:25:01 +0000 2025,0,Menghasut itu kalau ada bukti ijazah asli ditunjukin. Kalau menuntut ijazah asli yg seharusnya diperlukan syarat jdi pejabat publik utk ditunjukan itu namanya bukan menghasut. Si bangsat jokowi pengecut,in,0,0,0
Tue Apr 29 09:24:55 +0000 2025,0,@7Naga10 @tham878 Berarti yg percaya omongan ijazah Jokowi palsu pasti TOLOL. Penuduh ijazah palsu saja tidak pernah melihat ijazah yg dipegang Jokowi logikanya bagaimana bisa mengatakan ijazah Jokowi palsu.,in,0,0,0
Tue Apr 29 09:22:18 +0000 2025,1,BALADA IJAZAH PALSU JOKOWI IJAZAH JOKOWI TAK BISA DITUNJUKKAN DIPERDIDANGAN HAKIM KABUR @prabowo APA KATA DUNIA NANTI @UN @ICC @OCCRP https://t.co/TbZ1fFoiGm,in,0,0,1
Tue Apr 29 08:50:31 +0000 2025,0,@Abangwiseman @Maulanacah13340 @DokterTifa @jokowi makanya jangan miskin bang biar ga pusing kepala merasa di bohongin terus..cuma di X ini aja sibuk ngurusin ijazah org didunia nyata mah ga ada ,in,0,0,0
Tue Apr 29 08:49:49 +0000 2025,101,Menimbang penjelasan dari pakar digital forensik DR Solichul Huda Maka Kasus ijazah aspal jokowi akan semakin pelik dan jelimet . Boleh saja bang @SianiparRismon dkk dpt menunjukan kejanggalan2 di ijazah @jokowi tp yg berhak menentukan keasliannya adl @UGMYogyakarta . Selama https://t.co/pbGtRHmPXH,in,3,45,52
Tue Apr 29 08:49:06 +0000 2025,1,@mmarleyt @STresnowati1 @UGMYogyakarta @jokowi Emang ada ijazah Jokowi diperlihatkan di UGM?,in,0,1,1
Tue Apr 29 08:44:23 +0000 2025,1,@bjopass17 1. Habis ijazah palsu Jokowi terbitlah ijazah palsu Gibran #PeoplePowerAtauRevolusi #2025LengserkanGibran 28/4/2025: Menarik! Kasus Ijazah Palsu Jokowi Bisa Seret Gibran Roy Suryo Curigai 'Kejanggalan' Riwayat Pendidikan Wapres https://t.co/584Oo58A7x https://t.co/6TOGKT0jE2,in,0,0,1
Tue Apr 29 08:40:56 +0000 2025,0,Jokowi tidak akan pernah hadir dan tidak akan menunjukan ijazah sampai kapanpun kecuali Presiden Prabowo perintahkan kejaksaan untuk geledah rumah jokowi !,in,0,0,0
Tue Apr 29 08:37:27 +0000 2025,0,@Epricila10 Kalo tuntutan bikin gaduh gak akan sampe 10 th. Kalo soal ijazah palsu Jokowi mereka msh aman krn yg harus menggugat adalah Jokowi langsung.,in,0,0,0
Tue Apr 29 08:35:17 +0000 2025,43,Waduh kok bisa ya ? Anggota DPRD Lombok Tengah jadi tersangka ijazah palsu Mukidie kapan di jadikan tersangka @jokowi @divhumas https://t.co/CoHMMltsBm,in,0,2,23
Tue Apr 29 08:35:13 +0000 2025,0,@Rian__Az Emang dia punya pengetahuan apa untuk memvonis ijazah Jokowi palsu? Dia sudah layak dibenamkan di penjara,in,0,0,0
Tue Apr 29 08:35:00 +0000 2025,0,@ApriliaLin Saya percaya ijazah pak Jokowi asli. Apalagi diperkuat dengan tesis S1 nya. Tesis lho ya.,in,0,0,0
Tue Apr 29 08:34:59 +0000 2025,0,@democrazymedia Jelas brani datang lha setelah deal Win ~ Win solution Dgn Mediasi Secara Tertutup dan Tanpa Alat Perekam Kamera dll..Ya sama juga Bohong Mudah2an Saja Dr Taufik Pengacara yg gugat Ijazah Palsu Jokowi tdk Tergoda dgn Uang Jabatan Dll.. Dan Hrs Tetap Jalur Tegak Lurus,in,0,0,0
Tue Apr 29 08:33:23 +0000 2025,8,@DokterTifa @CharlioMoerdadi BALADA IJAZAH PALSU JOKOWI @prabowo KACUNG BISA JADI PRESIDEN ke7 INDONESIA APA KATA DUNIA NANTI @UN @ICC @OCCRP https://t.co/tR2dnap1Jr,in,0,0,2
Tue Apr 29 08:31:08 +0000 2025,0,@blank0429 kebanyakan teori..buktikan aja di pengadilan bahwa gue pak prabowo bu mega dll itu bodoh karena percaya ijazah jokowi asli..terus teman kampus dan UGM munafik karena berbohong buat jokowi..,in,0,1,0
Tue Apr 29 08:28:25 +0000 2025,1,@SianiparRismon @ok_samsul BALADA IJAZAH PALSU JOKOWI @prabowo PENGGUGAT DIPENJARA PELANGGARAN BERAT HAM APA KATA DUNIA NANTI @UN @ICC @OCCRP https://t.co/zV0VQVmbWY,in,0,0,0
Tue Apr 29 08:28:03 +0000 2025,14,@Zay34562 @jokowi ! ini ruang publik jwb reaksi. Kamu dituduh ijazah palsu! Fufu fafa @gibran_tweet @kaesangpjk kamu bela bpk Mu. Ini tuduhan bkn main2 seolah bpk kelen mertua kau @bobbynasution_ BAJINGAN‼️ Padahal orang paling jujur? Ayok komeni‼️ cc. @RoySuryo_asli @SianiparRismon,in,0,2,2
Tue Apr 29 08:25:59 +0000 2025,0,@Boediantar4 Yg lebih memprihatinkan &amp; Ndableg tampil Nya Gerombolan Penuduh &amp; Penebar Tanpa Bukti Ijazah Palsu Jokowi alias Fitnah. Tidak takut Dosa dan Allah SWT. Siap masuk Neraka.,in,0,0,0
Tue Apr 29 08:24:38 +0000 2025,16,@ApriliaLin Buzzer Mulyono bikin rumit urusan kelen suruh aja itu @jokowi tunjukin ijazah asli ke publik dipegang difoto dan diteliti ulang kan selesai masalahnya ngga bikin gaduh negara bisa perang sodara kalo ribut2 buzzer dng netizen gara2 ijazahnya Jokowi,in,0,0,0
Tue Apr 29 08:22:53 +0000 2025,0,@ASuyono471891 @SigitWasito8 @CCICPolri @ProfylHenuk @KRMTRoySuryo @ProfylHenuk AKUN BOT 84 81 4N ZIN6 @ASuyono471891 AKHIRNYA MEREKA MAU PAKAI UU &amp; PASAL ITE UNTUK MELEPASKAN JOKOWI DARI KASUS IJAZAH PALSU. https://t.co/6VbK9bQ723,in,0,1,0
Tue Apr 29 08:20:42 +0000 2025,0,DOKTOR Terbaik UGM Singgung Foto Ijazah Terkait Jokowi https://t.co/Nj5tO71vmL https://t.co/yVZRX2opOV,in,0,0,0
Tue Apr 29 08:14:09 +0000 2025,0,Terlepas ijazah pak jokowi asli atau ngga aku ga terlalu peduli. Tapi kalo sekelas presiden diragukan ijazahnya pasti ada yg salah ama presidennya. Org ga cukup bodoh ampe meragukan ijazah prabowo yusril mahfud dll. Tapi pak jokowi orang-orang ragu. Harusnya pak jokowi malu.,in,0,0,0
Tue Apr 29 08:12:38 +0000 2025,1,@alisyarief Kebohongan itu akan selalu rumit ribet bertele-tele. Sedangkan kebenaran jelas gamblang dan singkat. Dari sini aja udah keliatan kok. Kalo jokowi mau menyelesaikan ini tinggal dibawa ijazah yang katanya asli itu tunjukkan ke publik. Biarkan para ahli forensik itu ngecek-,in,0,2,0
Tue Apr 29 08:10:34 +0000 2025,0,@noname33274697 @S4N_W1B1 Thread itu bilang dominasi Jokowi tamat karena ada sidang soal dugaan ijazah palsu pada 24 April 2025 di Solo yang kacau sampai hakimnya pergi. Mereka anggap ini tanda melemahnya reputasi Jokowi. Tapi ini terlalu dini. Jokowi membantah tuduhan didukung UGM yang memastikan,in,0,0,0
Tue Apr 29 08:08:44 +0000 2025,0,@DoniPrianto46 @NenkMonica Ijazah Joko Widodo dari UGM kemungkinan asli. UGM secara resmi mengkonfirmasi bahwa Jokowi lulus dari Fakultas Kehutanan pada tahun 1985 dengan nomor mahasiswa 80/34416/KT/1681. Ijazah dan skripsinya dinyatakan otentik oleh universitas. Foto kelulusan yang terlihat tua sesuai,in,0,0,0
Tue Apr 29 08:07:46 +0000 2025,0,@tham878 Terlalu jelas palsunya ijazah jokowi,in,0,0,0
Tue Apr 29 08:07:30 +0000 2025,0,@NenkMonica Apakah Ijazah Jokowi Asli Grok? @grok,in,0,1,0
Tue Apr 29 08:02:38 +0000 2025,0,Lulusan S3 UGM Ini Viral usai Sindir Ijazah Jokowi Pakai Pantun Ubur-ubur Ikan Lele https://t.co/yefwMqgSWQ,in,0,0,0
Tue Apr 29 08:02:05 +0000 2025,0,Hasan Nasbi mundur Jokowi sibuk ngurus ijazah Bobby Nasution kemarin dipanggil KPK terkait blok Medan Purnawirawan TNI minta Gibran dimakzulkan. Tentu para Purnawirawan ini ada yang gerakkan. Snipernya Prabowo canggih.,in,0,0,0
Tue Apr 29 08:01:41 +0000 2025,0,@daston7 @PartaiSocmed Terus yakin 99% ijazah Jokowi palsu katanya kok bisa?,in,0,0,0
Tue Apr 29 08:01:30 +0000 2025,4,@sarah_pndjtn @ganjarpranowo @PaltiWest2024 Gurunya Pak @ganjarpranowo aja pelit bicara soal ijazah palsu Pak Jokowi padahal Pak Ganjar Ketua KAGAMA UGM. Mungkin kalo Pak Ganjar ga pelit bicara Bang Paltiwest ga akn bicara begitu soal tuduhan jazah palsu Pak Jokowi. Logikanya kalo Pak Ganjar bicara pasti hancur karirnya,in,0,0,2
Tue Apr 29 08:01:26 +0000 2025,0,Mahasiswa dan rakyat lagi demo di kantor walikota malang menuntut adili roy suryo atas fitnah ijazah palsu jokowi. Yang jadi masalah kalian ini mahasiswa dan rakyat mana ? Dan dibayar berapa ,in,0,0,0
Tue Apr 29 07:58:42 +0000 2025,0,@abu_waras Dasar dasar Molyono sidemin otak dungu tolol bin goblok.. begitulah kalo presiden hasil tipu tipuan hasil manipulasi IJAZAH memalukan..Dasar lulusan Universitas Gorong gorong Molyono. @jokowi @UGMYogyakarta @prabowo @nahdlatululama @YaqutCQoumas @yahyastaquf,in,0,0,0
Tue Apr 29 07:58:40 +0000 2025,0,@DSnackAndalanku @alisyarief @DSnackAndalanku @alisyarief maksudnya menganalisis tuduhan ijazah palsu Jokowi dengan Ilmu Hadis metode Islam untuk verifikasi kebenaran. Ini mengevaluasi sumber (perawi) isi klaim (matan) dan integritas bukti. Contoh tuduhan soal font atau foto ijazah dicek kebenarannya.,in,0,1,0
Tue Apr 29 07:57:24 +0000 2025,0,SAMA-SAMA Kuliah di UGM Bandingkan Font Ijazah Jokowi dengan Dokumen Roy Suryo Times New Roman ? https://t.co/GC4y7ycqIe lewat @tribunnews,in,0,0,0
Tue Apr 29 07:55:32 +0000 2025,2,Eksklusif! 3 Terlapor Ijazah Jokowi Bersaksi di Rakyat Bersuara Malam Ini https://t.co/MDntu9jikQ,in,1,0,0
Tue Apr 29 07:30:49 +0000 2025,0,Kasus Ijazah Jokowi Diberitakan Media Asing Dokter Tifa: Hati-hati https://t.co/oI6MLLVE4i,in,0,0,0
Tue Apr 29 07:30:38 +0000 2025,0,@Bambangmulyonoo sekarang ngapain Pak Jokowi repot2 mau malsukan ijazah S1 kalau syarat jadi walikota gubernur atau presiden hanya berijazah SMA saja bisa wkwkwk... isu ini semakin besar krn Pak Jokowi diam tdk bereaksi,in,0,0,0
Tue Apr 29 07:30:00 +0000 2025,2244,Waduh! Kasus Ijazah Palsu dan ESEMKA Jokowi Dilirik Media Internasional https://t.co/rxxgkwnZ1T,in,21,98,849
Tue Apr 29 07:26:14 +0000 2025,12,REAL.....KPU TERJEBAK DALAM PUSARAN SKANDAL IJAZAH PALSU JOKOWI.....,in,0,0,3
Tue Apr 29 07:23:51 +0000 2025,1,@alisyarief @jokowi Ga didenger mmg ndablek kalau msh sadar yo temuin dong sesepuh sambil bawa ijazah aslinya jgn ngisin ngisini para sesepuh.,in,0,0,0
Tue Apr 29 07:23:36 +0000 2025,0,@xquitavee @DianSandiU @jokowi Dia sendiri bilang IPK nya dibawah 2 ya berarti gak lulus atau gak punya ijazah. https://t.co/q7prrGjfx8,in,0,0,0
Tue Apr 29 07:21:26 +0000 2025,1,@noname33274697 @S4N_W1B1 @S4N_W1B1 Hakim dalam sidang ijazah Jokowi tampaknya berada di posisi menyudutkan. Berdasarkan informasi sidang ini penuh tekanan dengan tuduhan ijazah palsu yang kontroversial. Hakim dilaporkan kabur dari persidangan yang menunjukkan intensitas situasi. - Sidang di Solo pada,in,0,2,0
Tue Apr 29 07:21:06 +0000 2025,0,@DokterTifa Ya Allah padahal kelompok ini orang pelaku pemalsuan DOKUMEN masih aja ngurusin ijazah pak Jokowi. Nanti kalo sudah dipolisikan katanya kriminalisasi. Otak udang.,in,0,0,0
Tue Apr 29 07:20:50 +0000 2025,2,TIGA TERLAPOR IJAZAH JOKOWI BERSAKSI DIALOG SPESIAL: RAKYAT BERSUARA Bersama: Aiman Witjaksono Narasumber - Roy Suryo - ⁠dr. Tifauzia Tyassuma - ⁠Rismon Hasiholan Sianipar - ⁠Zevrijn Boy Kanu - ⁠Freddy Alex Damanik - ⁠Rusdiansyah Selasa 29 April 19.00 WIB LIVE Hanya https://t.co/vt02jr0BGP,in,1,2,1
Tue Apr 29 07:20:05 +0000 2025,0,@ummu_Annisa5 @yono1189 @Maulanacah13340 @DokterTifa @jokowi coba mana undang nya yg nyebut begitu?? heyy pemalsuan ijazah kan blm ada putusan pengadilan dan sya ingatkan junjungan mu itu roy panci dia dpt gelar ahli telematika aja ntah dri mana?? tiba dtngg dg komplotan nya dg tuduhan ijazah palsu ,in,0,0,0
Tue Apr 29 07:16:53 +0000 2025,0,@NenkMonica ANJIR W SEMAKIN PERCAYA KLO IJAZAH JOKOWI ASLI (ucapku dengan nada dering),in,0,0,0
Tue Apr 29 07:14:57 +0000 2025,0,@Dani97aza @democrazymedia PDIP tahu ijazah jokowi palsu kenapa d loloskan?,in,0,0,0
Tue Apr 29 07:13:40 +0000 2025,0,Win rate 100% gini masih di bilang pake ijazah palsu *Prabowo yang lose streak di gendong 1 match aja langsung win *bahkan melawan Anies Jokowi hanya menggunakan second Account. https://t.co/FZmxrY2Mke,in,0,0,0
Tue Apr 29 07:12:44 +0000 2025,4,@__LOVE_AG4EVER @jokowi Bukan kebalik. 1. Jokowi sgj mempolitisasi ijazah nya utk mpthkan citra &amp; meraih simpati publik. 2. Jokowi menggunakan isu tuduhan ijaza palsu utk mdlgitimasi lawan politik sekaligus upaya menutup dokumen ilegalnya.,in,0,0,0
Tue Apr 29 07:12:27 +0000 2025,1,@feroferraferri Sekarang banyak mata fokus pada ijazah Jokowi. Waktu itu kita masih menutup mata. Smoga kali ini kebenaran menemukan jalannya,in,0,2,0
Tue Apr 29 07:10:26 +0000 2025,0,@Srik4ndiMuslim2 Bisakah @prabowo bersih bersih? Karena Lahir dari Rahim Ketidakjujuran: Prabowo Gibran Kaesang dan Bobby sbg Produk Politik Jokowi? https://t.co/WnjZgcEfbm #IndonesiaGelap Rismon Sianipar Geram ! Rektor UGM akui ijazah palsu Jokowi https://t.co/Dci3YRdbed lewat @YouTube,in,0,0,0
Tue Apr 29 07:10:20 +0000 2025,1,@gl_ku3s @ApriliaLin @DokterTifa Model komenan preman mantan napi. Mana paham lu soal ijazah asli palsu pasti kan. Tau nya selangkangan doang. Heran dari kemarin yg ngebela jokowi kalo ga preman ya koruptot,in,0,0,0
Tue Apr 29 07:10:14 +0000 2025,0,@KangManto123 Saya tidak percaya mereka semua..karena mereka adalah para pendukung capres shg punya tendensi politik...tapi saya lebih percaya pihak UGM nya..sebagai institusi pendidikan yg mengeluarkan ijazah nya Jokowi..gitu aja kok repot,in,0,0,0
Tue Apr 29 07:09:51 +0000 2025,0,@kompascom Dari sekian ratus juta rakyat Indonesia yang berharap ijazah Jokowi palsu atau asli bisa terbuka anehnya masih ada segelintir orang yang melaporkan ke polisi terkait dugaan penghasutan,in,0,0,0
Tue Apr 29 07:08:18 +0000 2025,1,@democrazymedia PANTASKAH UGM BUBAR? SAMPAI KAPAN UGM MEMBELA JOKOWI ATAS IJAZAH PALSUNYA ? Unjuk rasalah ke lembaga ini BERAHIR JIKA PEJABAT PENEGAK HUKUM TERTNGGI DI INDONESIA DI GANTI ORANG YG AMANAH FAHAM TUGAS POKOK DAN FUNGSI PENEGAK HUKUM. https://t.co/IxYGvQ0fAq,in,0,1,0
Tue Apr 29 07:03:42 +0000 2025,0,@adetia1980 @yono1189 @Maulanacah13340 @DokterTifa @jokowi Gak usah ditunjukin datanya juga sudah kelihatan segede gaban jika seorg pemimpin negara melakukan penipuan &amp; pemalsuan ijazah maka dia wajib dimakzulkan &amp; semua tindakan dan utang² megara yg dia lakukan wajib dia pertanggung jawabkan secara pribadi &amp; bkn lagi negara yg nanggung,in,0,1,0
